# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.736,2402.991,156.633,-14.397,156.785,14.438,84.961,0.031,84.961,0.021,6.889,1.088,28.61,-80.599,9.785,0.6,1.926e-6,-1.5,-0.001,3.182e4,4757,64.513,0.097,398.381,334.985,4.038,0.475,4.469e7,0,148.553,0.643,0.644,0.429,0.064,0.149,0.107,0.433,2.026e-5,0,0,0,0,-9.551e-4,0.02,15.7,193.593,86.41,0.032,4.588,-0.619,756.163,330.924,0.05,0.085
11.786,2410.805,155.915,-14.344,156.065,14.395,85.304,0.031,85.304,0.021,6.832,1.206,28.61,-80.599,9.785,0.7,1.23e-6,-0.766,-0.001,3.182e4,4757,64.513,0.097,397.453,334.985,3.979,0.472,4.446e7,0,147.097,0.643,0.644,0.429,0.064,0.149,0.126,0.501,3.113e-4,0,0,0,0,-2.51e-4,0.02,15.7,193.593,86.467,0.034,4.707,-0.67,755.411,330.893,0.05,0.085
11.836,2418.583,155.199,-14.295,155.347,14.349,85.644,0.032,85.644,0.021,6.77,1.244,28.61,-80.599,9.785,0.738,1.19e-6,0.063,-7.406e-4,3.182e4,4757,64.513,0.097,397.085,334.985,3.955,0.47,4.423e7,0,145.614,0.643,0.644,0.429,0.064,0.149,0.133,0.526,-3.267e-4,0,0,0,0,1.702e-6,0.02,15.7,193.593,86.485,0.035,4.773,-0.721,754.662,330.862,0.05,0.086
11.886,2426.325,154.485,-14.249,154.631,14.301,85.981,0.032,85.981,0.021,6.708,1.223,28.61,-80.599,9.785,0.73,1.294e-6,0.882,-0.002,3.182e4,4757,64.513,0.097,397.134,334.985,3.959,0.468,4.4e7,0,144.115,0.642,0.643,0.43,0.064,0.148,0.131,0.52,1.275e-4,0,0,0,0,3.393e-4,0.02,15.7,193.593,86.461,0.035,4.825,-0.771,753.917,330.832,0.05,0.086
11.936,2434.032,153.774,-14.201,153.918,14.256,86.315,0.032,86.315,0.021,6.647,1.246,28.61,-80.599,9.785,0.753,0,1.692,-0.002,3.182e4,4757,64.513,0.097,396.909,334.985,3.944,0.466,4.377e7,0,142.677,0.642,0.643,0.43,0.064,0.148,0.136,0.535,1.352e-4,0,0,0,0,0.001,0.02,15.7,193.593,86.396,0.035,5.069,-0.821,753.175,330.801,0.05,0.086
11.986,2441.703,153.065,-14.157,153.207,14.206,86.646,0.032,86.646,0.021,6.585,1.18,28.61,-80.599,9.785,0.706,9.268e-7,2.508,-0.001,3.182e4,4757,64.513,0.097,397.318,334.985,3.97,0.464,4.354e7,0,141.198,0.642,0.643,0.43,0.064,0.148,0.127,0.501,3.568e-4,0,0,0,0,0.003,0.02,15.7,193.593,86.291,0.035,5.233,-0.871,752.437,330.771,0.05,0.086
12.036,2449.338,152.358,-14.112,152.498,14.159,86.974,0.033,86.974,0.022,6.528,1.148,28.61,-80.599,9.785,0.682,1.173e-6,3.24,-0.002,3.182e4,4757,64.513,0.097,397.52,334.985,3.983,0.462,4.332e7,0,139.773,0.642,0.643,0.43,0.064,0.148,0.122,0.482,-3.624e-4,0,0,0,0,0.005,0.02,15.7,193.593,86.147,0.034,5.556,-0.921,751.702,330.741,0.05,0.087
12.086,2456.938,151.654,-14.072,151.792,14.109,87.299,0.033,87.299,0.022,6.473,1.02,28.61,-80.599,9.785,0.579,1.284e-6,3.936,-0.003,3.182e4,4757,64.513,0.097,398.45,334.985,4.042,0.46,4.31e7,0,138.305,0.642,0.642,0.43,0.064,0.148,0.103,0.409,1.781e-4,0,0,0,0,0.007,0.019,15.7,193.593,85.967,0.033,5.76,-0.97,750.97,330.711,0.05,0.087
12.136,2464.504,150.951,-14.038,151.088,14.062,87.621,0.033,87.621,0.022,6.427,0.81,28.61,-80.599,9.785,0.402,2.225e-6,4.455,-0.003,3.182e4,4757,64.513,0.097,400.083,334.985,4.146,0.458,4.287e7,0,136.815,0.641,0.642,0.43,0.064,0.147,0.071,0.284,9.609e-5,0,0,0,0,0.009,0.019,15.7,193.593,85.756,0.032,5.839,-1.019,750.242,330.681,0.05,0.087
12.186,2472.034,150.25,-14.012,150.386,14.022,87.942,0.033,87.942,0.022,6.393,0.531,28.61,-80.599,9.785,0.158,1.493e-6,4.755,-0.009,3.182e4,4757,64.513,0.097,402.427,334.985,4.296,0.456,4.264e7,0,135.334,0.641,0.641,0.43,0.064,0.147,0.027,0.107,-1.636e-4,0,0,0,0,0.01,0.019,15.7,193.593,85.525,0.031,5.781,-1.068,749.517,330.652,0.05,0.088
12.236,2479.529,149.55,-13.986,149.686,13.989,88.261,0.034,88.261,0.022,6.373,0.296,28.61,-80.599,9.785,0.062,1.844e-6,-4.778,-0.021,3.182e4,4757,64.513,0.097,403.362,334.985,4.355,0.454,4.242e7,0,133.927,0.641,0.641,0.43,0.064,0.147,0.011,0.057,1.373e-4,0,0,0,0,-0.011,0.019,15.7,193.593,85.286,0.029,5.794,-1.117,748.796,330.622,0.05,0.088
12.286,2486.989,148.851,-13.961,148.987,13.961,88.579,0.034,88.579,0.022,6.363,0.096,28.61,-80.599,9.785,0.251,8.321e-7,-4.595,-0.005,3.182e4,4757,64.513,0.097,401.48,334.985,4.235,0.452,4.22e7,0,132.574,0.641,0.641,0.43,0.064,0.147,0.044,0.194,-4.918e-4,0,0,0,0,-0.01,0.019,15.7,193.593,85.05,0.028,5.868,-1.165,748.078,330.593,0.05,0.088
12.336,2494.414,148.154,-13.936,148.29,13.937,88.897,0.034,88.897,0.022,6.363,0.082,28.61,-80.599,9.785,0.42,-9.753e-7,-4.229,-0.002,3.182e4,4757,64.513,0.097,399.848,334.985,4.131,0.45,4.198e7,0,131.256,0.64,0.641,0.43,0.064,0.146,0.074,0.313,4.276e-4,0,0,0,0,-0.008,0.019,15.7,193.593,84.829,0.027,5.949,-1.214,747.363,330.563,0.05,0.089
12.386,2501.804,147.457,-13.92,147.595,13.923,89.215,0.035,89.215,0.022,6.372,0.319,28.61,-80.599,9.785,0.636,1.533e-6,-3.69,-0.002,3.182e4,4757,64.513,0.097,397.811,334.985,4.002,0.448,4.175e7,0,129.967,0.64,0.641,0.43,0.064,0.146,0.114,0.46,-2.825e-4,0,0,0,0,-0.007,0.019,15.7,193.593,84.63,0.026,5.836,-1.262,746.66,330.534,0.05,0.089
12.436,2509.159,146.762,-13.914,146.901,13.928,89.535,0.035,89.535,0.022,6.396,0.636,28.61,-80.599,9.784,0.915,2.424e-6,-2.919,-0.002,3.182e4,4757,64.513,0.097,395.285,334.985,3.841,0.445,4.152e7,0,128.732,0.64,0.642,0.43,0.064,0.146,0.167,0.644,-1.985e-4,0,0,0,0,-0.004,0.019,15.7,193.593,84.464,0.025,5.463,-1.31,745.987,330.505,0.05,0.089
12.486,2516.48,146.067,-13.875,146.208,13.89,89.855,0.035,89.855,0.022,6.43,0.643,28.61,-80.599,9.784,0.933,1.044e-6,-1.965,-4.449e-4,3.182e4,4757,64.513,0.097,395.111,334.985,3.83,0.443,4.131e7,0,127.435,0.64,0.642,0.431,0.064,0.146,0.17,0.653,-1.969e-4,0,0,0,0,-0.002,0.019,15.7,193.593,84.342,0.024,5.64,-1.357,745.318,330.476,0.05,0.089
12.536,2523.766,145.374,-13.836,145.518,13.851,90.177,0.035,90.177,0.023,6.462,0.646,28.61,-80.599,9.784,0.946,8.191e-7,-1.097,-4.14e-4,3.182e4,4757,64.513,0.097,394.979,334.985,3.821,0.441,4.109e7,0,126.132,0.64,0.641,0.431,0.064,0.145,0.173,0.66,-3.077e-4,0,0,0,0,-5.914e-4,0.019,15.7,193.593,84.266,0.024,5.717,-1.404,744.651,330.448,0.05,0.09
12.586,2531.018,144.683,-13.791,144.829,13.805,90.501,0.036,90.501,0.023,6.494,0.61,28.61,-80.599,9.784,0.923,9.493e-7,-0.187,-3.451e-4,3.182e4,4757,64.513,0.097,395.163,334.985,3.833,0.439,4.088e7,0,124.813,0.639,0.641,0.431,0.064,0.145,0.168,0.644,-6.376e-5,0,0,0,0,-1.738e-5,0.019,15.7,193.593,84.234,0.023,5.765,-1.452,743.988,330.419,0.05,0.09
12.636,2538.235,143.995,-13.74,144.143,13.75,90.827,0.036,90.827,0.023,6.522,0.52,28.61,-80.599,9.784,0.85,8.271e-7,0.649,-0.001,3.182e4,4757,64.513,0.097,395.793,334.985,3.873,0.437,4.066e7,0,123.478,0.639,0.641,0.431,0.064,0.145,0.154,0.596,3.621e-4,0,0,0,0,2.111e-4,0.018,15.7,193.593,84.246,0.023,5.834,-1.499,743.328,330.391,0.05,0.09
12.686,2545.417,143.309,-13.7,143.459,13.711,91.154,0.036,91.154,0.023,6.548,0.55,28.61,-80.599,9.784,0.877,8.82e-7,1.436,-8.132e-4,3.182e4,4757,64.513,0.097,395.53,334.985,3.856,0.435,4.044e7,0,122.167,0.639,0.641,0.431,0.064,0.145,0.159,0.613,1.888e-4,0,0,0,0,0.001,0.018,15.7,193.593,84.298,0.023,5.548,-1.545,742.671,330.363,0.05,0.091
12.736,2552.565,142.625,-13.645,142.777,13.652,91.482,0.037,91.482,0.023,6.574,0.437,28.61,-80.599,9.784,0.777,1.57e-6,2.238,-0.001,3.182e4,4757,64.513,0.097,396.408,334.985,3.912,0.433,4.022e7,0,120.825,0.639,0.64,0.431,0.064,0.144,0.14,0.545,4.335e-4,0,0,0,0,0.003,0.018,15.7,193.593,84.391,0.023,5.483,-1.592,742.017,330.334,0.05,0.091
12.786,2559.68,141.944,-13.589,142.097,13.592,91.811,0.037,91.811,0.023,6.592,0.306,28.61,-80.599,9.784,0.655,1.633e-6,2.878,-0.002,3.182e4,4757,64.513,0.097,397.503,334.985,3.982,0.431,4.001e7,0,119.489,0.639,0.64,0.431,0.064,0.144,0.117,0.461,1.528e-4,0,0,0,0,0.004,0.018,15.7,193.593,84.519,0.023,5.394,-1.638,741.366,330.306,0.05,0.091
12.836,2566.76,141.266,-13.532,141.421,13.533,92.141,0.037,92.141,0.023,6.604,0.166,28.61,-80.599,9.784,0.517,1.189e-6,3.421,-0.003,3.182e4,4757,64.513,0.097,398.761,334.985,4.062,0.429,3.979e7,0,118.167,0.639,0.639,0.431,0.063,0.144,0.091,0.365,2.217e-4,0,0,0,0,0.006,0.018,15.7,193.593,84.678,0.023,5.274,-1.684,740.718,330.278,0.05,0.091
12.886,2573.806,140.591,-13.467,140.747,13.467,92.471,0.038,92.471,0.023,6.606,0.087,28.61,-80.599,9.784,0.262,4.358e-7,3.791,-0.006,3.182e4,4757,64.513,0.097,401.174,334.985,4.216,0.427,3.959e7,0,116.88,0.638,0.638,0.431,0.063,0.144,0.045,0.184,-3.892e-4,0,0,0,0,0.008,0.018,15.7,193.593,84.859,0.023,5.398,-1.73,740.073,330.251,0.05,0.092
12.936,2580.819,139.919,-13.412,140.075,13.415,92.801,0.038,92.801,0.023,6.597,0.251,28.61,-80.599,9.784,0.083,1.612e-6,3.913,-0.019,3.182e4,4757,64.513,0.097,402.917,334.985,4.327,0.425,3.937e7,0,115.623,0.638,0.638,0.431,0.063,0.144,0.014,0.053,3.672e-4,0,0,0,0,0.008,0.018,15.7,193.593,85.052,0.023,5.315,-1.775,739.432,330.223,0.05,0.096
12.986,2587.798,139.25,-13.364,139.406,13.369,93.131,0.038,93.131,0.023,6.582,0.364,28.61,-80.599,9.784,0.05,1.071e-6,-3.926,-0.032,3.182e4,4757,64.513,0.097,403.226,334.985,4.347,0.423,3.916e7,0,114.383,0.638,0.638,0.431,0.063,0.143,0.009,0.045,-2.439e-4,0,0,0,0,-0.008,0.018,15.7,193.593,85.249,0.024,5.116,-1.821,738.794,330.196,0.05,0.097
13.036,2594.744,138.583,-13.307,138.738,13.322,93.459,0.038,93.459,0.024,6.558,0.63,28.61,-80.599,9.784,0.34,1.029e-6,-3.767,-0.005,3.182e4,4757,64.513,0.097,400.372,334.985,4.165,0.421,3.895e7,0,113.251,0.638,0.638,0.431,0.063,0.143,0.059,0.254,2.702e-4,0,0,0,0,-0.008,0.018,15.7,193.593,85.442,0.025,5.319,-1.866,738.158,330.168,0.05,0.097
13.086,2601.657,137.919,-13.254,138.073,13.284,93.786,0.039,93.786,0.024,6.519,0.889,28.61,-80.599,9.784,0.615,0,-3.315,-0.002,3.182e4,4757,64.513,0.097,397.77,334.985,3.999,0.419,3.875e7,0,112.182,0.638,0.638,0.431,0.063,0.143,0.109,0.443,4.649e-4,0,0,0,0,-0.006,0.018,15.7,193.593,85.62,0.026,5.538,-1.911,737.526,330.141,0.05,0.098
13.136,2608.536,137.258,-13.207,137.41,13.253,94.111,0.039,94.111,0.024,6.469,1.111,28.61,-80.599,9.784,0.848,1.795e-6,-2.684,-0.002,3.182e4,4757,64.513,0.097,395.649,334.985,3.864,0.417,3.855e7,0,111.142,0.637,0.639,0.432,0.063,0.143,0.153,0.595,-1.754e-4,0,0,0,0,-0.004,0.018,15.7,193.593,85.771,0.027,5.727,-1.955,736.896,330.114,0.05,0.098
13.186,2615.383,136.599,-13.164,136.749,13.225,94.433,0.039,94.433,0.024,6.409,1.266,28.61,-80.599,9.784,1.013,0,-1.894,-0.001,3.182e4,4757,64.513,0.097,394.174,334.985,3.77,0.415,3.835e7,0,110.088,0.637,0.639,0.432,0.063,0.142,0.185,0.701,1.186e-4,0,0,0,0,-0.002,0.018,15.7,193.593,85.886,0.028,5.851,-2,736.27,330.087,0.05,0.098
13.236,2622.196,135.941,-13.124,136.089,13.196,94.752,0.04,94.752,0.024,6.343,1.384,28.61,-80.599,9.784,1.141,1.145e-6,-1.011,-0.002,3.182e4,4757,64.513,0.097,393.063,334.985,3.699,0.414,3.814e7,0,109.032,0.637,0.64,0.432,0.063,0.142,0.21,0.779,-4.674e-5,0,0,0,0,-5.74e-4,0.017,15.7,193.593,85.958,0.03,5.987,-2.044,735.647,330.06,0.05,0.099
13.286,2628.977,135.286,-13.088,135.431,13.16,95.067,0.04,95.067,0.024,6.273,1.376,28.61,-80.599,9.784,1.149,1.059e-6,-0.072,-0.002,3.182e4,4757,64.513,0.097,392.98,334.985,3.694,0.412,3.794e7,0,107.879,0.637,0.639,0.432,0.063,0.142,0.212,0.783,4.768e-4,0,0,0,0,-2.918e-6,0.017,15.7,193.593,85.985,0.031,5.952,-2.088,735.027,330.033,0.05,0.099
13.336,2635.725,134.633,-13.051,134.775,13.127,95.379,0.04,95.379,0.024,6.204,1.409,28.61,-80.599,9.784,1.192,9.811e-7,0.842,-0.002,3.182e4,4757,64.513,0.097,392.594,334.985,3.669,0.41,3.774e7,0,106.791,0.637,0.639,0.432,0.063,0.142,0.221,0.809,4.445e-4,0,0,0,0,4.056e-4,0.017,15.7,193.593,85.966,0.032,6.11,-2.132,734.409,330.007,0.05,0.099
