Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
4.4,6.0,1.0,0.872,0.837,0.788,0.753,0.843,71.522
4.4,8.0,0.0,0.556,0.521,0.347,0.312,1.525,70.104
4.4,8.0,1.0,0.999,0.964,0.795,0.76,1.525,70.104
4.41,6.0,0.0,0.431,0.396,0.344,0.309,0.845,71.462
4.41,6.0,1.0,0.872,0.837,0.788,0.753,0.845,71.462
4.41,8.0,0.0,0.556,0.521,0.347,0.312,1.525,70.074
4.41,8.0,1.0,0.999,0.964,0.794,0.759,1.525,70.074
4.42,6.0,0.0,0.43,0.396,0.344,0.309,0.848,71.401
4.42,6.0,1.0,0.871,0.837,0.787,0.753,0.848,71.401
4.42,8.0,0.0,0.555,0.521,0.347,0.312,1.524,70.043
4.42,8.0,1.0,0.998,0.964,0.794,0.759,1.524,70.043
4.43,6.0,0.0,0.43,0.396,0.343,0.309,0.851,71.342
4.43,6.0,1.0,0.871,0.837,0.787,0.752,0.851,71.342
4.43,8.0,0.0,0.555,0.52,0.346,0.311,1.523,70.013
4.43,8.0,1.0,0.998,0.963,0.794,0.759,1.523,70.013
4.44,6.0,0.0,0.43,0.396,0.343,0.309,0.853,71.283
4.44,6.0,1.0,0.871,0.837,0.786,0.752,0.853,71.283
4.44,8.0,0.0,0.554,0.52,0.346,0.311,1.522,69.983
4.44,8.0,1.0,0.997,0.963,0.793,0.759,1.522,69.983
4.45,6.0,0.0,0.43,0.396,0.342,0.308,0.856,71.224
4.45,6.0,1.0,0.871,0.837,0.786,0.752,0.856,71.224
4.45,8.0,0.0,0.554,0.52,0.345,0.311,1.522,69.953
4.45,8.0,1.0,0.997,0.963,0.793,0.758,1.522,69.953
4.46,6.0,0.0,0.43,0.396,0.342,0.308,0.859,71.166
4.46,6.0,1.0,0.871,0.837,0.786,0.752,0.859,71.166
4.46,8.0,0.0,0.553,0.519,0.345,0.311,1.521,69.923
4.46,8.0,1.0,0.996,0.962,0.792,0.758,1.521,69.923
4.47,6.0,0.0,0.43,0.396,0.342,0.308,0.862,71.108
4.47,6.0,1.0,0.871,0.837,0.785,0.751,0.862,71.108
4.47,8.0,0.0,0.553,0.519,0.344,0.31,1.52,69.893
4.47,8.0,1.0,0.996,0.962,0.792,0.758,1.52,69.893
4.48,6.0,0.0,0.43,0.396,0.341,0.308,0.864,71.051
4.48,6.0,1.0,0.871,0.837,0.785,0.751,0.864,71.051
4.48,8.0,0.0,0.552,0.519,0.344,0.31,1.52,69.863
4.48,8.0,1.0,0.995,0.962,0.791,0.758,1.52,69.863
4.49,6.0,0.0,0.429,0.396,0.341,0.307,0.867,70.995
4.49,6.0,1.0,0.871,0.837,0.784,0.751,0.867,70.995
4.49,8.0,0.0,0.552,0.518,0.344,0.31,1.519,69.834
4.49,8.0,1.0,0.995,0.961,0.791,0.757,1.519,69.834
4.5,6.0,0.0,0.429,0.396,0.34,0.307,0.87,70.939
4.5,6.0,1.0,0.87,0.837,0.784,0.751,0.87,70.939
4.5,8.0,0.0,0.551,0.518,0.343,0.31,1.518,69.804
4.5,8.0,1.0,0.994,0.961,0.791,0.757,1.518,69.804
4.51,6.0,0.0,0.429,0.396,0.34,0.307,0.872,70.883
4.51,6.0,1.0,0.87,0.837,0.783,0.75,0.872,70.883
4.51,8.0,0.0,0.551,0.518,0.343,0.309,1.518,69.775
4.51,8.0,1.0,0.994,0.961,0.79,0.757,1.518,69.775
4.52,6.0,0.0,0.429,0.396,0.34,0.307,0.875,70.828
4.52,6.0,1.0,0.87,0.837,0.783,0.75,0.875,70.828
4.52,8.0,0.0,0.55,0.517,0.342,0.309,1.517,69.745
4.52,8.0,1.0,0.993,0.96,0.79,0.757,1.517,69.745
4.53,6.0,0.0,0.429,0.396,0.339,0.306,0.878,70.773
4.53,6.0,1.0,0.87,0.837,0.783,0.75,0.878,70.773
4.53,8.0,0.0,0.55,0.517,0.342,0.309,1.516,69.716
4.53,8.0,1.0,0.993,0.96,0.789,0.756,1.516,69.716
4.54,6.0,0.0,0.429,0.396,0.339,0.306,0.881,70.719
4.54,6.0,1.0,0.87,0.838,0.782,0.75,0.881,70.719
4.54,8.0,0.0,0.549,0.517,0.342,0.309,1.516,69.687
4.54,8.0,1.0,0.992,0.96,0.789,0.756,1.516,69.687
4.55,6.0,0.0,0.429,0.396,0.338,0.306,0.883,70.665
4.55,6.0,1.0,0.87,0.838,0.782,0.749,0.883,70.665
4.55,8.0,0.0,0.549,0.516,0.341,0.308,1.515,69.657
4.55,8.0,1.0,0.992,0.959,0.789,0.756,1.515,69.657
4.56,6.0,0.0,0.429,0.396,0.338,0.306,0.886,70.612
4.56,6.0,1.0,0.87,0.838,0.781,0.749,0.886,70.612
4.56,8.0,0.0,0.548,0.516,0.341,0.308,1.514,69.628
4.56,8.0,1.0,0.991,0.959,0.788,0.756,1.514,69.628
4.57,6.0,0.0,0.429,0.397,0.337,0.305,0.889,70.56
4.57,6.0,1.0,0.87,0.838,0.781,0.749,0.889,70.56
4.57,8.0,0.0,0.548,0.516,0.34,0.308,1.514,69.599
4.57,8.0,1.0,0.991,0.959,0.788,0.755,1.514,69.599
4.58,6.0,0.0,0.428,0.397,0.337,0.305,0.891,70.507
4.58,6.0,1.0,0.87,0.838,0.781,0.749,0.891,70.507
4.58,8.0,0.0,0.547,0.515,0.34,0.308,1.513,69.57
4.58,8.0,1.0,0.99,0.958,0.787,0.755,1.513,69.57
4.59,6.0,0.0,0.428,0.397,0.337,0.305,0.894,70.456
4.59,6.0,1.0,0.869,0.838,0.78,0.748,0.894,70.456
4.59,8.0,0.0,0.547,0.515,0.34,0.307,1.512,69.542
4.59,8.0,1.0,0.99,0.958,0.787,0.755,1.512,69.542
4.6,6.0,0.0,0.428,0.397,0.336,0.305,0.897,70.404
4.6,6.0,1.0,0.869,0.838,0.78,0.748,0.897,70.404
4.6,8.0,0.0,0.546,0.515,0.339,0.307,1.512,69.513
4.6,8.0,1.0,0.989,0.958,0.787,0.755,1.512,69.513
4.61,6.0,0.0,0.428,0.397,0.336,0.304,0.9,70.353
4.61,6.0,1.0,0.869,0.838,0.779,0.748,0.9,70.353
4.61,8.0,0.0,0.546,0.514,0.339,0.307,1.511,69.484
4.61,8.0,1.0,0.989,0.957,0.786,0.754,1.511,69.484
4.62,6.0,0.0,0.428,0.397,0.336,0.304,0.902,70.303
4.62,6.0,1.0,0.869,0.838,0.779,0.748,0.902,70.303
4.62,8.0,0.0,0.545,0.514,0.338,0.307,1.51,69.456
4.62,8.0,1.0,0.988,0.957,0.786,0.754,1.51,69.456
4.63,6.0,0.0,0.428,0.397,0.335,0.304,0.905,70.253
4.63,6.0,1.0,0.869,0.838,0.779,0.747,0.905,70.253
4.63,8.0,0.0,0.545,0.514,0.338,0.306,1.51,69.427
4.63,8.0,1.0,0.988,0.957,0.785,0.754,1.51,69.427
4.64,6.0,0.0,0.428,0.397,0.335,0.304,0.908,70.203
4.64,6.0,1.0,0.869,0.838,0.778,0.747,0.908,70.203
4.64,8.0,0.0,0.544,0.513,0.338,0.306,1.509,69.399
4.64,8.0,1.0,0.987,0.956,0.785,0.754,1.509,69.399
4.65,6.0,0.0,0.428,0.397,0.334,0.303,0.911,70.154
4.65,6.0,1.0,0.869,0.838,0.778,0.747,0.911,70.154
4.65,8.0,0.0,0.544,0.513,0.337,0.306,1.508,69.371
4.65,8.0,1.0,0.987,0.956,0.785,0.753,1.508,69.371
4.66,6.0,0.0,0.428,0.397,0.334,0.303,0.913,70.105
4.66,6.0,1.0,0.869,0.838,0.778,0.747,0.913,70.105
4.66,8.0,0.0,0.543,0.513,0.337,0.306,1.508,69.342
4.66,8.0,1.0,0.986,0.956,0.784,0.753,1.508,69.342
4.67,6.0,0.0,0.428,0.397,0.334,0.303,0.916,70.057
4.67,6.0,1.0,0.869,0.838,0.777,0.746,0.916,70.057
4.67,8.0,0.0,0.543,0.512,0.336,0.305,1.507,69.314
4.67,8.0,1.0,0.986,0.955,0.784,0.753,1.507,69.314
4.68,6.0,0.0,0.427,0.397,0.333,0.303,0.919,70.009
4.68,6.0,1.0,0.869,0.838,0.777,0.746,0.919,70.009
4.68,8.0,0.0,0.542,0.512,0.336,0.305,1.507,69.286
4.68,8.0,1.0,0.985,0.955,0.783,0.753,1.507,69.286
4.69,6.0,0.0,0.427,0.397,0.333,0.302,0.922,69.962
4.69,6.0,1.0,0.868,0.838,0.776,0.746,0.922,69.962
4.69,8.0,0.0,0.542,0.512,0.336,0.305,1.506,69.258
4.69,8.0,1.0,0.985,0.955,0.783,0.752,1.506,69.258
4.7,6.0,0.0,0.427,0.397,0.332,0.302,0.924,69.915
4.7,6.0,1.0,0.868,0.838,0.776,0.746,0.924,69.915
4.7,8.0,0.0,0.542,0.511,0.335,0.305,1.505,69.23
4.7,8.0,1.0,0.985,0.954,0.783,0.752,1.505,69.23
4.71,6.0,0.0,0.427,0.397,0.332,0.302,0.927,69.868
4.71,6.0,1.0,0.868,0.838,0.776,0.745,0.927,69.868
4.71,8.0,0.0,0.541,0.511,0.335,0.304,1.505,69.202
4.71,8.0,1.0,0.984,0.954,0.782,0.752,1.505,69.202
4.72,6.0,0.0,0.427,0.397,0.332,0.302,0.93,69.822
4.72,6.0,1.0,0.868,0.838,0.775,0.745,0.93,69.822
4.72,8.0,0.0,0.541,0.511,0.334,0.304,1.504,69.175
4.72,8.0,1.0,0.984,0.954,0.782,0.752,1.504,69.175
4.73,6.0,0.0,0.427,0.397,0.331,0.301,0.933,69.776
4.73,6.0,1.0,0.868,0.838,0.775,0.745,0.933,69.776
4.73,8.0,0.0,0.54,0.51,0.334,0.304,1.503,69.147
4.73,8.0,1.0,0.983,0.953,0.782,0.751,1.503,69.147
4.74,6.0,0.0,0.427,0.397,0.331,0.301,0.936,69.731
4.74,6.0,1.0,0.868,0.838,0.774,0.745,0.936,69.731
4.74,8.0,0.0,0.54,0.51,0.334,0.304,1.503,69.12
4.74,8.0,1.0,0.983,0.953,0.781,0.751,1.503,69.12
4.75,6.0,0.0,0.427,0.397,0.331,0.301,0.938,69.686
4.75,6.0,1.0,0.868,0.838,0.774,0.744,0.938,69.686
4.75,8.0,0.0,0.539,0.51,0.333,0.303,1.502,69.092
4.75,8.0,1.0,0.982,0.953,0.781,0.751,1.502,69.092
4.76,6.0,0.0,0.427,0.397,0.33,0.301,0.941,69.641
4.76,6.0,1.0,0.868,0.839,0.774,0.744,0.941,69.641
4.76,8.0,0.0,0.539,0.509,0.333,0.303,1.502,69.065
4.76,8.0,1.0,0.982,0.952,0.78,0.751,1.502,69.065
4.77,6.0,0.0,0.427,0.397,0.33,0.3,0.944,69.597
4.77,6.0,1.0,0.868,0.839,0.773,0.744,0.944,69.597
4.77,8.0,0.0,0.538,0.509,0.333,0.303,1.501,69.037
4.77,8.0,1.0,0.981,0.952,0.78,0.75,1.501,69.037
4.78,6.0,0.0,0.427,0.397,0.329,0.3,0.947,69.553
4.78,6.0,1.0,0.868,0.839,0.773,0.744,0.947,69.553
4.78,8.0,0.0,0.538,0.509,0.332,0.303,1.5,69.01
4.78,8.0,1.0,0.981,0.952,0.78,0.75,1.5,69.01
4.79,6.0,0.0,0.426,0.397,0.329,0.3,0.948,69.516
4.79,6.0,1.0,0.867,0.838,0.773,0.743,0.948,69.516
4.79,8.0,0.0,0.537,0.508,0.332,0.303,1.5,68.983
4.79,8.0,1.0,0.98,0.951,0.779,0.75,1.5,68.983
4.8,6.0,0.0,0.426,0.397,0.329,0.3,0.948,69.483
4.8,6.0,1.0,0.867,0.838,0.772,0.743,0.948,69.483
4.8,8.0,0.0,0.537,0.508,0.331,0.302,1.499,68.956
4.8,8.0,1.0,0.98,0.951,0.779,0.75,1.499,68.956
4.81,6.0,0.0,0.426,0.397,0.328,0.299,0.947,69.45
4.81,6.0,1.0,0.867,0.838,0.772,0.743,0.947,69.45
4.81,8.0,0.0,0.536,0.508,0.331,0.302,1.499,68.929
4.81,8.0,1.0,0.979,0.951,0.778,0.749,1.499,68.929
4.82,6.0,0.0,0.425,0.397,0.328,0.299,0.947,69.417
4.82,6.0,1.0,0.866,0.838,0.771,0.743,0.947,69.417
4.82,8.0,0.0,0.536,0.507,0.331,0.302,1.498,68.902
4.82,8.0,1.0,0.979,0.95,0.778,0.749,1.498,68.902
4.83,6.0,0.0,0.425,0.396,0.328,0.299,0.947,69.384
4.83,6.0,1.0,0.866,0.837,0.771,0.743,0.947,69.384
4.83,8.0,0.0,0.536,0.507,0.33,0.302,1.498,68.875
4.83,8.0,1.0,0.979,0.95,0.778,0.749,1.498,68.875
4.84,6.0,0.0,0.424,0.396,0.327,0.299,0.947,69.351
4.84,6.0,1.0,0.865,0.837,0.771,0.742,0.947,69.351
4.84,8.0,0.0,0.535,0.507,0.33,0.301,1.497,68.848
4.84,8.0,1.0,0.978,0.95,0.777,0.749,1.497,68.848
4.85,6.0,0.0,0.424,0.396,0.327,0.299,0.947,69.319
4.85,6.0,1.0,0.865,0.837,0.77,0.742,0.947,69.319
4.85,8.0,0.0,0.535,0.506,0.33,0.301,1.496,68.822
4.85,8.0,1.0,0.978,0.949,0.777,0.748,1.496,68.822
4.86,6.0,0.0,0.424,0.396,0.326,0.298,0.947,69.286
4.86,6.0,1.0,0.865,0.837,0.77,0.742,0.947,69.286
4.86,8.0,0.0,0.534,0.506,0.329,0.301,1.496,68.795
4.86,8.0,1.0,0.977,0.949,0.777,0.748,1.496,68.795
4.87,6.0,0.0,0.423,0.395,0.326,0.298,0.947,69.254
4.87,6.0,1.0,0.864,0.836,0.77,0.742,0.947,69.254
4.87,8.0,0.0,0.534,0.506,0.329,0.301,1.495,68.769
4.87,8.0,1.0,0.977,0.949,0.776,0.748,1.495,68.769
4.88,6.0,0.0,0.423,0.395,0.326,0.298,0.947,69.221
4.88,6.0,1.0,0.864,0.836,0.769,0.741,0.947,69.221
4.88,8.0,0.0,0.533,0.505,0.329,0.3,1.495,68.742
4.88,8.0,1.0,0.976,0.948,0.776,0.748,1.495,68.742
4.89,6.0,0.0,0.423,0.395,0.325,0.298,0.947,69.189
4.89,6.0,1.0,0.864,0.836,0.769,0.741,0.947,69.189
4.89,8.0,0.0,0.533,0.505,0.328,0.3,1.494,68.716
4.89,8.0,1.0,0.976,0.948,0.775,0.747,1.494,68.716
4.9,6.0,0.0,0.422,0.395,0.325,0.297,0.947,69.157
4.9,6.0,1.0,0.863,0.836,0.768,0.741,0.947,69.157
4.9,8.0,0.0,0.532,0.505,0.328,0.3,1.494,68.69
4.9,8.0,1.0,0.975,0.948,0.775,0.747,1.494,68.69
4.91,6.0,0.0,0.422,0.394,0.325,0.297,0.947,69.125
4.91,6.0,1.0,0.863,0.836,0.768,0.741,0.947,69.125
4.91,8.0,0.0,0.532,0.505,0.327,0.3,1.493,68.663
4.91,8.0,1.0,0.975,0.948,0.775,0.747,1.493,68.663
4.92,6.0,0.0,0.421,0.394,0.324,0.297,0.947,69.093
4.92,6.0,1.0,0.863,0.835,0.768,0.74,0.947,69.093
4.92,8.0,0.0,0.532,0.504,0.327,0.299,1.493,68.637
4.92,8.0,1.0,0.975,0.947,0.774,0.747,1.493,68.637
4.93,6.0,0.0,0.421,0.394,0.324,0.297,0.947,69.062
4.93,6.0,1.0,0.862,0.835,0.767,0.74,0.947,69.062
4.93,8.0,0.0,0.531,0.504,0.327,0.299,1.492,68.611
4.93,8.0,1.0,0.974,0.947,0.774,0.746,1.492,68.611
4.94,6.0,0.0,0.421,0.394,0.324,0.296,0.947,69.03
4.94,6.0,1.0,0.862,0.835,0.767,0.74,0.947,69.03
4.94,8.0,0.0,0.531,0.504,0.326,0.299,1.491,68.585
4.94,8.0,1.0,0.974,0.947,0.774,0.746,1.491,68.585
4.95,6.0,0.0,0.42,0.393,0.323,0.296,0.947,68.998
4.95,6.0,1.0,0.861,0.835,0.767,0.74,0.947,68.998
4.95,8.0,0.0,0.53,0.503,0.326,0.299,1.491,68.559
4.95,8.0,1.0,0.973,0.946,0.773,0.746,1.491,68.559
4.96,6.0,0.0,0.42,0.393,0.323,0.296,0.947,68.967
4.96,6.0,1.0,0.861,0.834,0.766,0.739,0.947,68.967
4.96,8.0,0.0,0.53,0.503,0.326,0.298,1.49,68.534
4.96,8.0,1.0,0.973,0.946,0.773,0.746,1.49,68.534
4.97,6.0,0.0,0.42,0.393,0.322,0.296,0.947,68.936
4.97,6.0,1.0,0.861,0.834,0.766,0.739,0.947,68.936
4.97,8.0,0.0,0.529,0.503,0.325,0.298,1.49,68.508
4.97,8.0,1.0,0.972,0.946,0.773,0.746,1.49,68.508
4.98,6.0,0.0,0.419,0.393,0.322,0.295,0.947,68.904
4.98,6.0,1.0,0.86,0.834,0.766,0.739,0.947,68.904
4.98,8.0,0.0,0.529,0.502,0.325,0.298,1.489,68.482
4.98,8.0,1.0,0.972,0.945,0.772,0.745,1.489,68.482
4.99,6.0,0.0,0.419,0.393,0.322,0.295,0.947,68.873
4.99,6.0,1.0,0.86,0.834,0.765,0.739,0.947,68.873
4.99,8.0,0.0,0.529,0.502,0.325,0.298,1.489,68.457
4.99,8.0,1.0,0.971,0.945,0.772,0.745,1.489,68.457
5.0,6.0,0.0,0.419,0.392,0.321,0.295,0.947,68.842
5.0,6.0,1.0,0.86,0.833,0.765,0.738,0.947,68.842
5.0,8.0,0.0,0.528,0.502,0.324,0.298,1.488,68.431
5.0,8.0,1.0,0.971,0.945,0.771,0.745,1.488,68.431
5.01,6.0,0.0,0.418,0.392,0.321,0.295,0.947,68.811
5.01,6.0,1.0,0.859,0.833,0.765,0.738,0.947,68.811
5.01,8.0,0.0,0.528,0.501,0.324,0.297,1.488,68.406
5.01,8.0,1.0,0.971,0.944,0.771,0.745,1.488,68.406
5.02,6.0,0.0,0.418,0.392,0.321,0.295,0.947,68.78
5.02,6.0,1.0,0.859,0.833,0.764,0.738,0.947,68.78
5.02,8.0,0.0,0.527,0.501,0.323,0.297,1.487,68.38
5.02,8.0,1.0,0.97,0.944,0.771,0.744,1.487,68.38
5.03,6.0,0.0,0.418,0.392,0.32,0.294,0.947,68.75
5.03,6.0,1.0,0.859,0.833,0.764,0.738,0.947,68.75
5.03,8.0,0.0,0.527,0.501,0.323,0.297,1.487,68.355
5.03,8.0,1.0,0.97,0.944,0.77,0.744,1.487,68.355
5.04,6.0,0.0,0.417,0.391,0.32,0.294,0.947,68.719
5.04,6.0,1.0,0.858,0.832,0.763,0.738,0.947,68.719
5.04,8.0,0.0,0.526,0.501,0.323,0.297,1.486,68.33
5.04,8.0,1.0,0.969,0.943,0.77,0.744,1.486,68.33
5.05,6.0,0.0,0.417,0.391,0.32,0.294,0.947,68.689
5.05,6.0,1.0,0.858,0.832,0.763,0.737,0.947,68.689
5.05,8.0,0.0,0.526,0.5,0.322,0.296,1.486,68.305
5.05,8.0,1.0,0.969,0.943,0.77,0.744,1.486,68.305
5.06,6.0,0.0,0.417,0.391,0.319,0.294,0.947,68.658
5.06,6.0,1.0,0.858,0.832,0.763,0.737,0.947,68.658
5.06,8.0,0.0,0.526,0.5,0.322,0.296,1.485,68.279
5.06,8.0,1.0,0.969,0.943,0.769,0.743,1.485,68.279
5.07,6.0,0.0,0.416,0.391,0.319,0.293,0.947,68.628
5.07,6.0,1.0,0.857,0.832,0.762,0.737,0.947,68.628
5.07,8.0,0.0,0.525,0.5,0.322,0.296,1.485,68.254
5.07,8.0,1.0,0.968,0.943,0.769,0.743,1.485,68.254
5.08,6.0,0.0,0.416,0.39,0.319,0.293,0.947,68.598
5.08,6.0,1.0,0.857,0.832,0.762,0.737,0.947,68.598
5.08,8.0,0.0,0.525,0.499,0.321,0.296,1.484,68.23
5.08,8.0,1.0,0.968,0.942,0.769,0.743,1.484,68.23
5.09,6.0,0.0,0.415,0.39,0.318,0.293,0.947,68.568
5.09,6.0,1.0,0.857,0.831,0.762,0.736,0.947,68.568
5.09,8.0,0.0,0.524,0.499,0.321,0.295,1.484,68.205
5.09,8.0,1.0,0.967,0.942,0.768,0.743,1.484,68.205
5.1,6.0,0.0,0.415,0.39,0.318,0.293,0.947,68.538
5.1,6.0,1.0,0.856,0.831,0.761,0.736,0.947,68.538
5.1,8.0,0.0,0.524,0.499,0.321,0.295,1.483,68.18
5.1,8.0,1.0,0.967,0.942,0.768,0.742,1.483,68.18
5.11,6.0,0.0,0.415,0.39,0.318,0.292,0.947,68.508
5.11,6.0,1.0,0.856,0.831,0.761,0.736,0.947,68.508
5.11,8.0,0.0,0.524,0.498,0.32,0.295,1.483,68.155
5.11,8.0,1.0,0.967,0.941,0.768,0.742,1.483,68.155
5.12,6.0,0.0,0.414,0.39,0.317,0.292,0.947,68.478
5.12,6.0,1.0,0.856,0.831,0.761,0.736,0.947,68.478
5.12,8.0,0.0,0.523,0.498,0.32,0.295,1.482,68.131
5.12,8.0,1.0,0.966,0.941,0.767,0.742,1.482,68.131
5.13,6.0,0.0,0.414,0.389,0.317,0.292,0.947,68.448
5.13,6.0,1.0,0.855,0.83,0.76,0.735,0.947,68.448
5.13,8.0,0.0,0.523,0.498,0.32,0.294,1.482,68.106
5.13,8.0,1.0,0.966,0.941,0.767,0.742,1.482,68.106
5.14,6.0,0.0,0.414,0.389,0.317,0.292,0.947,68.419
5.14,6.0,1.0,0.855,0.83,0.76,0.735,0.947,68.419
5.14,8.0,0.0,0.522,0.497,0.319,0.294,1.481,68.081
5.14,8.0,1.0,0.965,0.94,0.767,0.742,1.481,68.081
5.15,6.0,0.0,0.413,0.389,0.316,0.291,0.947,68.389
5.15,6.0,1.0,0.855,0.83,0.76,0.735,0.947,68.389
5.15,8.0,0.0,0.522,0.497,0.319,0.294,1.481,68.057
5.15,8.0,1.0,0.965,0.94,0.766,0.741,1.481,68.057
5.16,6.0,0.0,0.413,0.389,0.316,0.291,0.947,68.36
5.16,6.0,1.0,0.854,0.83,0.759,0.735,0.947,68.36
5.16,8.0,0.0,0.521,0.497,0.319,0.294,1.48,68.033
5.16,8.0,1.0,0.964,0.94,0.766,0.741,1.48,68.033
5.17,6.0,0.0,0.413,0.388,0.316,0.291,0.947,68.33
5.17,6.0,1.0,0.854,0.829,0.759,0.735,0.947,68.33
5.17,8.0,0.0,0.521,0.497,0.318,0.294,1.48,68.008
5.17,8.0,1.0,0.964,0.94,0.766,0.741,1.48,68.008
5.18,6.0,0.0,0.412,0.388,0.315,0.291,0.947,68.301
5.18,6.0,1.0,0.854,0.829,0.759,0.734,0.947,68.301
5.18,8.0,0.0,0.521,0.496,0.318,0.293,1.479,67.984
5.18,8.0,1.0,0.964,0.939,0.765,0.741,1.479,67.984
5.19,6.0,0.0,0.412,0.388,0.315,0.291,0.947,68.272
5.19,6.0,1.0,0.853,0.829,0.758,0.734,0.947,68.272
5.19,8.0,0.0,0.52,0.496,0.318,0.293,1.479,67.96
5.19,8.0,1.0,0.963,0.939,0.765,0.74,1.479,67.96
5.2,6.0,0.0,0.412,0.388,0.315,0.29,0.947,68.243
5.2,6.0,1.0,0.853,0.829,0.758,0.734,0.947,68.243
5.2,8.0,0.0,0.52,0.496,0.317,0.293,1.478,67.936
5.2,8.0,1.0,0.963,0.939,0.765,0.74,1.478,67.936
5.21,6.0,0.0,0.411,0.387,0.314,0.29,0.947,68.214
5.21,6.0,1.0,0.853,0.829,0.758,0.734,0.947,68.214
5.21,8.0,0.0,0.519,0.495,0.317,0.293,1.478,67.912
5.21,8.0,1.0,0.962,0.938,0.764,0.74,1.478,67.912
5.22,6.0,0.0,0.411,0.387,0.314,0.29,0.947,68.186
5.22,6.0,1.0,0.852,0.828,0.757,0.733,0.947,68.186
5.22,8.0,0.0,0.519,0.495,0.317,0.292,1.477,67.888
5.22,8.0,1.0,0.962,0.938,0.764,0.74,1.477,67.888
5.23,6.0,0.0,0.411,0.387,0.313,0.29,0.947,68.157
5.23,6.0,1.0,0.852,0.828,0.757,0.733,0.947,68.157
5.23,8.0,0.0,0.519,0.495,0.316,0.292,1.477,67.864
5.23,8.0,1.0,0.962,0.938,0.764,0.739,1.477,67.864
5.24,6.0,0.0,0.41,0.387,0.313,0.289,0.947,68.128
5.24,6.0,1.0,0.852,0.828,0.757,0.733,0.947,68.128
5.24,8.0,0.0,0.518,0.495,0.316,0.292,1.476,67.84
5.24,8.0,1.0,0.961,0.938,0.763,0.739,1.476,67.84
5.25,6.0,0.0,0.41,0.387,0.313,0.289,0.947,68.1
5.25,6.0,1.0,0.851,0.828,0.756,0.733,0.947,68.1
5.25,8.0,0.0,0.518,0.494,0.316,0.292,1.476,67.817
5.25,8.0,1.0,0.961,0.937,0.763,0.739,1.476,67.817
5.26,6.0,0.0,0.41,0.386,0.312,0.289,0.947,68.071
5.26,6.0,1.0,0.851,0.827,0.756,0.732,0.947,68.071
5.26,8.0,0.0,0.517,0.494,0.315,0.291,1.475,67.793
5.26,8.0,1.0,0.96,0.937,0.763,0.739,1.475,67.793
5.27,6.0,0.0,0.409,0.386,0.312,0.289,0.948,68.043
5.27,6.0,1.0,0.851,0.827,0.756,0.732,0.948,68.043
5.27,8.0,0.0,0.517,0.494,0.315,0.291,1.475,67.769
5.27,8.0,1.0,0.96,0.937,0.762,0.739,1.475,67.769
5.28,6.0,0.0,0.409,0.386,0.312,0.288,0.948,68.015
5.28,6.0,1.0,0.85,0.827,0.755,0.732,0.948,68.015
5.28,8.0,0.0,0.517,0.493,0.315,0.291,1.475,67.746
5.28,8.0,1.0,0.96,0.936,0.762,0.738,1.475,67.746
5.29,6.0,0.0,0.409,0.386,0.311,0.288,0.948,67.987
5.29,6.0,1.0,0.85,0.827,0.755,0.732,0.948,67.987
5.29,8.0,0.0,0.516,0.493,0.314,0.291,1.474,67.722
5.29,8.0,1.0,0.959,0.936,0.762,0.738,1.474,67.722
5.3,6.0,0.0,0.409,0.385,0.311,0.288,0.948,67.959
5.3,6.0,1.0,0.85,0.827,0.755,0.732,0.948,67.959
5.3,8.0,0.0,0.516,0.493,0.314,0.29,1.474,67.699
5.3,8.0,1.0,0.959,0.936,0.761,0.738,1.474,67.699
5.31,6.0,0.0,0.408,0.385,0.311,0.288,0.948,67.931
5.31,6.0,1.0,0.849,0.826,0.754,0.731,0.948,67.931
5.31,8.0,0.0,0.515,0.492,0.313,0.29,1.473,67.676
5.31,8.0,1.0,0.958,0.935,0.761,0.738,1.473,67.676
5.32,6.0,0.0,0.408,0.385,0.31,0.288,0.948,67.903
5.32,6.0,1.0,0.849,0.826,0.754,0.731,0.948,67.903
5.32,8.0,0.0,0.515,0.492,0.313,0.29,1.473,67.653
5.32,8.0,1.0,0.958,0.935,0.761,0.737,1.473,67.653
5.33,6.0,0.0,0.408,0.385,0.31,0.287,0.948,67.875
5.33,6.0,1.0,0.849,0.826,0.754,0.731,0.948,67.875
5.33,8.0,0.0,0.515,0.492,0.313,0.29,1.472,67.629
5.33,8.0,1.0,0.958,0.935,0.76,0.737,1.472,67.629
5.34,6.0,0.0,0.407,0.385,0.31,0.287,0.948,67.848
5.34,6.0,1.0,0.848,0.826,0.753,0.731,0.948,67.848
5.34,8.0,0.0,0.514,0.492,0.312,0.29,1.472,67.606
5.34,8.0,1.0,0.957,0.935,0.76,0.737,1.472,67.606
5.35,6.0,0.0,0.407,0.384,0.309,0.287,0.948,67.82
5.35,6.0,1.0,0.848,0.825,0.753,0.73,0.948,67.82
5.35,8.0,0.0,0.514,0.491,0.312,0.289,1.471,67.583
5.35,8.0,1.0,0.957,0.934,0.76,0.737,1.471,67.583
5.36,6.0,0.0,0.407,0.384,0.309,0.287,0.948,67.793
5.36,6.0,1.0,0.848,0.825,0.753,0.73,0.948,67.793
5.36,8.0,0.0,0.514,0.491,0.312,0.289,1.471,67.56
5.36,8.0,1.0,0.957,0.934,0.759,0.736,1.471,67.56
